,Unnamed: 0,datetime,year,month,week,day,night,morning,noon,evening,season_summer,season_winter,season_spring,season_monsoon,season_autumn,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _fog, _hail, _hum_bars, _pressurem_bars, _rain, _snow, _thunder, _tornado, _vism_bars, _wspdm_bars,Temp,sequence
43,43,2000-09-03,2000.0,9.0,35.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2324142677977911,0.07701623922398132,18.0,-0.0,0.0,15.0,3.0,-0.0,0.0,0.0,-0.0,10.0,4.0,6.0,7
42,42,2000-09-02,2000.0,9.0,35.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2324142677977911,0.07701623922398132,19.0,0.0,-0.0,14.0,5.0,0.0,-0.0,0.0,-0.0,12.0,1.0,6.0,8
43,43,2000-09-03,2000.0,9.0,35.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2324142677977911,0.07701623922398132,18.0,-0.0,0.0,15.0,3.0,-0.0,0.0,0.0,-0.0,10.0,4.0,6.0,8
44,44,2000-09-04,2000.0,9.0,36.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999998,0.0,0.2843389524791031,0.048402759996589495,19.0,0.0,0.0,19.0,4.0,-0.0,0.0,0.0,-0.0,13.0,6.0,6.0,8
45,45,2000-09-05,2000.0,9.0,36.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,19.0,0.0,0.0,19.0,7.0,0.0,0.0,0.0,0.0,7.0,11.0,6.0,8
46,46,2000-09-06,2000.0,9.0,36.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,19.0,-0.0,-0.0,14.0,6.0,-0.0,-0.0,0.0,-0.0,9.0,2.0,6.0,8
47,47,2000-09-07,2000.0,9.0,36.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,18.0,0.0,0.0,13.0,7.0,-0.0,-0.0,0.0,0.0,10.0,8.0,8.0,8
48,48,2000-09-08,2000.0,9.0,36.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,18.0,0.0,-0.0,15.0,5.0,-0.0,0.0,0.0,-0.0,13.0,1.0,8.0,8
49,49,2000-09-09,2000.0,9.0,36.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,19.0,0.0,0.0,16.0,5.0,0.0,-0.0,0.0,0.0,13.0,1.0,9.0,8
50,50,2000-09-10,2000.0,9.0,36.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,19.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,-0.0,16.0,5.0,7.0,8
49,49,2000-09-09,2000.0,9.0,36.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,19.0,0.0,0.0,16.0,5.0,0.0,-0.0,0.0,0.0,13.0,1.0,9.0,9
50,50,2000-09-10,2000.0,9.0,36.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,19.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,-0.0,16.0,5.0,7.0,9
51,51,2000-09-11,2000.0,9.0,37.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999998,0.0,0.33928487657653045,0.026128716105487115,18.0,-0.0,0.0,15.0,7.0,0.0,0.0,-0.0,0.0,17.0,1.0,7.0,9
52,52,2000-09-12,2000.0,9.0,37.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.33928487657653045,0.026128716105487115,19.0,-0.0,-0.0,16.0,5.0,-0.0,0.0,-0.0,0.0,10.0,1.0,7.0,9
53,53,2000-09-13,2000.0,9.0,37.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.33928487657653045,0.026128716105487115,19.0,0.0,0.0,19.0,6.0,-0.0,-0.0,-0.0,-0.0,13.0,1.0,7.0,9
54,54,2000-09-14,2000.0,9.0,37.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.33928487657653045,0.026128716105487115,19.0,-0.0,0.0,19.0,6.0,-0.0,-0.0,-0.0,0.0,14.0,8.0,7.0,9
55,55,2000-09-15,2000.0,9.0,37.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.33928487657653045,0.026128716105487115,19.0,-0.0,0.0,18.0,6.0,0.0,0.0,-0.0,0.0,15.0,8.0,7.0,9
56,56,2001-07-01,2001.0,7.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.5296333278225596,19.0,0.0,-0.0,17.0,6.0,-0.0,-0.0,-0.0,0.0,17.0,1.0,8.0,10
55,55,2000-09-15,2000.0,9.0,37.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.33928487657653045,0.026128716105487115,19.0,-0.0,0.0,18.0,6.0,0.0,0.0,-0.0,0.0,15.0,8.0,7.0,11
56,56,2001-07-01,2001.0,7.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.5296333278225596,19.0,0.0,-0.0,17.0,6.0,-0.0,-0.0,-0.0,0.0,17.0,1.0,8.0,11
57,57,2001-07-02,2001.0,7.0,27.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.4703666721774404,19.0,0.0,-0.0,16.0,8.0,0.0,-0.0,0.0,-0.0,15.0,1.0,8.0,11
58,58,2001-07-03,2001.0,7.0,27.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.4703666721774404,17.0,0.0,-0.0,20.0,7.0,-0.0,0.0,0.0,-0.0,10.0,1.0,8.0,11
59,59,2001-07-04,2001.0,7.0,27.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.4703666721774404,19.0,-0.0,0.0,19.0,7.0,-0.0,0.0,-0.0,-0.0,8.0,1.0,7.0,11
60,60,2001-07-05,2001.0,7.0,27.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.4703666721774404,19.0,-0.0,-0.0,20.0,7.0,-0.0,0.0,-0.0,0.0,11.0,1.0,8.0,11
61,61,2001-07-06,2001.0,7.0,27.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.4703666721774404,19.0,0.0,-0.0,14.0,8.0,-0.0,0.0,0.0,0.0,12.0,4.0,7.0,11
62,62,2001-07-07,2001.0,7.0,27.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.4703666721774404,19.0,-0.0,-0.0,13.0,8.0,0.0,0.0,-0.0,0.0,14.0,5.0,6.0,11
63,63,2001-07-08,2001.0,7.0,27.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.4703666721774404,19.0,0.0,0.0,13.0,9.0,0.0,-0.0,-0.0,-0.0,13.0,1.0,6.0,11
62,62,2001-07-07,2001.0,7.0,27.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.4703666721774404,19.0,-0.0,-0.0,13.0,8.0,0.0,0.0,-0.0,0.0,14.0,5.0,6.0,12
63,63,2001-07-08,2001.0,7.0,27.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.4703666721774404,19.0,0.0,0.0,13.0,9.0,0.0,-0.0,-0.0,-0.0,13.0,1.0,6.0,12
64,64,2001-07-09,2001.0,7.0,28.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0070127350302517395,0.4115160034978938,16.0,0.0,-0.0,13.0,9.0,-0.0,0.0,0.0,-0.0,18.0,1.0,6.0,12
65,65,2001-07-10,2001.0,7.0,28.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0070127350302517395,0.4115160034978938,18.0,0.0,0.0,13.0,2.0,0.0,0.0,-0.0,0.0,10.0,1.0,7.0,12
66,66,2001-07-11,2001.0,7.0,28.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0070127350302517395,0.4115160034978938,17.0,0.0,0.0,15.0,2.0,-0.0,-0.0,0.0,0.0,11.0,6.0,7.0,12
67,67,2001-07-12,2001.0,7.0,28.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0070127350302517395,0.4115160034978938,17.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,14.0,6.0,7.0,12
